Vehicle_Type,Vehicle_Dimensions,Geographical_Location,Amount_Frauded
-0.2203516565929209,-0.1716486315134784,0.6103691642662317,-0.34800938961629546
-0.771482502690156,1.0286914490003582,1.3638072188162287,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,0.19491225465697415,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-0.7203298873021716,-0.34800938961629546
-0.771482502690156,1.0286914490003582,0.6103691642662317,-0.34800938961629546
-0.771482502690156,1.0286914490003582,-1.4975997309240787,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,1.3638072188162287,-0.34800938961629546
-0.771482502690156,1.0286914490003582,0.6103691642662317,-0.34800938961629546
-0.265324105249932,1.0286914490003582,-1.4975997309240787,-0.34800938961629546
0.28866739456951296,-1.3719887120273149,-1.4975997309240787,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-0.7203298873021716,-0.34800938961629546
-0.6089957181666712,1.0286914490003582,0.6103691642662317,-0.34800938961629546
-0.771482502690156,1.0286914490003582,-0.7203298873021716,-0.34800938961629546
-0.6089957181666712,1.0286914490003582,-0.7203298873021716,3.0944888026052917
0.28866739456951296,-1.3719887120273149,1.3638072188162287,1.2826476488044565
-0.771482502690156,1.0286914490003582,1.3638072188162287,0.014358841143871627
0.28866739456951296,-1.3719887120273149,-1.4975997309240787,-0.34800938961629546
-0.771482502690156,1.0286914490003582,1.3638072188162287,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,0.19491225465697415,-0.1668252742362119
2.3070999579311198,-1.3719887120273149,0.6103691642662317,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,1.3638072188162287,-0.34800938961629546
0.28866739456951296,-1.3719887120273149,1.3638072188162287,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-1.4975997309240787,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,1.3638072188162287,0.1049508988339134
-0.771482502690156,1.0286914490003582,0.6103691642662317,-0.34800938961629546
-0.771482502690156,1.0286914490003582,0.6103691642662317,0.19554295652395517
-0.2203516565929209,-0.1716486315134784,-1.4975997309240787,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,0.6103691642662317,-0.34800938961629546
-0.6089957181666712,1.0286914490003582,1.3638072188162287,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,0.6103691642662317,-0.34800938961629546
0.28866739456951296,-1.3719887120273149,0.6103691642662317,-0.891561735756546
-0.771482502690156,1.0286914490003582,1.3638072188162287,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,-1.4975997309240787,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,0.19491225465697415,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,-0.7203298873021716,0.014358841143871627
-0.265324105249932,1.0286914490003582,-0.7203298873021716,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,-1.4975997309240787,-0.34800938961629546
0.28866739456951296,-1.3719887120273149,0.6103691642662317,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-0.7203298873021716,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-0.7203298873021716,-0.34800938961629546
-0.265324105249932,1.0286914490003582,0.6103691642662317,3.275672917985375
-0.265324105249932,1.0286914490003582,1.3638072188162287,3.5474490910555003
2.3070999579311198,-1.3719887120273149,1.3638072188162287,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,0.6103691642662317,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-0.7203298873021716,-0.34800938961629546
-0.6089957181666712,1.0286914490003582,0.6103691642662317,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,-1.4975997309240787,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,-1.4975997309240787,0.7390953026642059
-0.771482502690156,1.0286914490003582,-1.4975997309240787,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,1.3638072188162287,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,0.6103691642662317,-0.34800938961629546
-0.771482502690156,1.0286914490003582,-0.7203298873021716,-0.34800938961629546
-0.771482502690156,1.0286914490003582,-1.4975997309240787,0.014358841143871627
-0.2203516565929209,-0.1716486315134784,-1.4975997309240787,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-1.4975997309240787,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,-1.4975997309240787,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,1.3638072188162287,1.7356079372546653
-0.771482502690156,1.0286914490003582,0.19491225465697415,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,0.6103691642662317,-0.34800938961629546
-0.265324105249932,1.0286914490003582,-1.4975997309240787,-0.34800938961629546
-0.771482502690156,1.0286914490003582,0.19491225465697415,-0.34800938961629546
-0.7153478821508747,-0.1716486315134784,-0.7203298873021716,0.19554295652395517
-0.2203516565929209,-0.1716486315134784,0.6103691642662317,-0.34800938961629546
2.3070999579311198,-1.3719887120273149,-0.7203298873021716,-0.34800938961629546
0.28866739456951296,-1.3719887120273149,-1.4975997309240787,0.19554295652395517
-0.6089957181666712,1.0286914490003582,1.3638072188162287,-0.34800938961629546
-0.2203516565929209,-0.1716486315134784,1.3638072188162287,-0.34800938961629546
